REGION,TECHNOLOGY,FUEL,YEAR,VALUE
"Region1","IND_CHEM_COA_001","IND_CHEM",2030,621.0547419
"Region1","IND_CHEM_COA_001","IND_CHEM",2031,654.0307268
"Region1","IND_CHEM_COA_001","IND_CHEM",2032,688.7576296
"Region1","IND_CHEM_COA_001","IND_CHEM",2033,725.3284172
"Region1","IND_CHEM_COA_001","IND_CHEM",2034,763.840996100001
"Region1","IND_CHEM_COA_001","IND_CHEM",2035,804.398466
"Region1","IND_CHEM_DSL_001","IND_CHEM",2018,55.63644684
"Region1","IND_CHEM_DSL_001","IND_CHEM",2019,51.00007627
"Region1","IND_CHEM_DSL_001","IND_CHEM",2020,46.3637057000002
"Region1","IND_CHEM_DSL_001","IND_CHEM",2021,41.72733513
"Region1","IND_CHEM_DSL_001","IND_CHEM",2022,37.0909645600001
"Region1","IND_CHEM_DSL_001","IND_CHEM",2023,32.45459399
"Region1","IND_CHEM_DSL_001","IND_CHEM",2024,27.81822342
"Region1","IND_CHEM_DSL_001","IND_CHEM",2025,23.18185285
"Region1","IND_CHEM_DSL_001","IND_CHEM",2026,18.54548228
"Region1","IND_CHEM_DSL_001","IND_CHEM",2027,13.90911171
"Region1","IND_CHEM_DSL_001","IND_CHEM",2028,9.272741139
"Region1","IND_CHEM_DSL_001","IND_CHEM",2029,4.63637057
"Region1","IND_CHEM_ELC_001","IND_CHEM",2018,55.02505731
"Region1","IND_CHEM_ELC_001","IND_CHEM",2019,57.94670875
"Region1","IND_CHEM_ELC_001","IND_CHEM",2020,61.02349036
"Region1","IND_CHEM_ELC_001","IND_CHEM",2021,64.26363907
"Region1","IND_CHEM_ELC_001","IND_CHEM",2022,67.67582913
"Region1","IND_CHEM_ELC_001","IND_CHEM",2023,71.26919537
"Region1","IND_CHEM_ELC_001","IND_CHEM",2024,75.05335766
"Region1","IND_CHEM_ELC_001","IND_CHEM",2025,79.03844666
"Region1","IND_CHEM_ELC_001","IND_CHEM",2026,83.2351309
"Region1","IND_CHEM_ELC_001","IND_CHEM",2027,87.65464542
"Region1","IND_CHEM_ELC_001","IND_CHEM",2028,92.30882178
"Region1","IND_CHEM_ELC_001","IND_CHEM",2029,97.21011975
"Region1","IND_CHEM_ELC_001","IND_CHEM",2030,102.3716607
"Region1","IND_CHEM_ELC_001","IND_CHEM",2031,107.8072627
"Region1","IND_CHEM_ELC_001","IND_CHEM",2032,113.5314774
"Region1","IND_CHEM_ELC_001","IND_CHEM",2033,119.5596293
"Region1","IND_CHEM_ELC_001","IND_CHEM",2034,125.9078564
"Region1","IND_CHEM_ELC_001","IND_CHEM",2035,132.5931538
"Region1","IND_CHEM_NGS_001","IND_CHEM",2018,222.5457873
"Region1","IND_CHEM_NGS_001","IND_CHEM",2019,234.3622443
"Region1","IND_CHEM_NGS_001","IND_CHEM",2020,246.8061166
