REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2022,386.058595761342
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2023,396.657979102944
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2024,428.041767558693
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2026,499.360032904037
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2027,595.952433736982
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2028,197.864188114325
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2032,153.71067911617
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2033,1237.05452392661
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2034,1237.05452392661
"Region1","S1D1B1","IND_CHEM_COA_001",1,"IND_CHEM",2035,574.598289153157
"Region1","S1D1B1","IND_CHEM_DSL_001",1,"IND_CHEM",2019,68.6942566626723
"Region1","S1D1B1","IND_CHEM_DSL_001",1,"IND_CHEM",2020,68.6942566626723
"Region1","S1D1B1","IND_CHEM_DSL_001",1,"IND_CHEM",2022,69.1988160156334
"Region1","S1D1B1","IND_CHEM_DSL_001",1,"IND_CHEM",2024,69.1988160156334
"Region1","S1D1B1","IND_CHEM_DSL_001",1,"IND_CHEM",2028,67.2425028208847
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2019,173.8575120012
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2020,183.088779957996
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2021,183.088779957996
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2022,144.178004273514
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2023,184.949036096616
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2024,111.514151249219
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2025,212.986517144319
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2030,430.146577699163
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2031,264.534931778206
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2032,111.48278870317
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2033,745.642710473921
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2034,214.492449640651
"Region1","S1D1B1","IND_CHEM_ELC_001",1,"IND_CHEM",2035,548.048495088556
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2018,222.56804410441
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2020,186.187996175229
"Region1","S1D1B1","IND_CHEM_NGS_001",1,"IND_CHEM",2021,418.83121622911
