REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"Region1","COM_CWH_NGS_001",1,2021,9.128966061
"Region1","COM_CWH_NGS_001",1,2022,8.114636499
"Region1","COM_CWH_NGS_001",1,2023,7.100306936
"Region1","COM_CWH_NGS_001",1,2024,6.085977374
"Region1","COM_CWH_NGS_001",1,2025,5.071647812
"Region1","COM_CWH_NGS_001",1,2026,4.057318249
"Region1","COM_CWH_NGS_001",1,2027,3.042988687
"Region1","COM_CWH_NGS_001",1,2028,2.028659125
"Region1","COM_CWH_NGS_001",1,2029,1.014329562
"Region1","COM_EL_APP_001",1,2018,246.54
"Region1","COM_EL_APP_001",1,2019,267.15
"Region1","COM_EL_APP_001",1,2020,289.49
"Region1","COM_EL_APP_001",1,2021,313.7
"Region1","COM_EL_APP_001",1,2022,339.93
"Region1","COM_EL_APP_001",1,2023,368.36
"Region1","COM_EL_APP_001",1,2024,399.16
"Region1","COM_EL_APP_001",1,2025,432.55
"Region1","COM_EL_APP_001",1,2026,468.72
"Region1","COM_EL_APP_001",1,2027,507.91
"Region1","COM_EL_APP_001",1,2028,550.39
"Region1","COM_EL_APP_001",1,2029,596.41
"Region1","COM_EL_APP_001",1,2030,646.29
"Region1","COM_EL_APP_001",1,2031,700.33
"Region1","COM_EL_APP_001",1,2032,758.9
"Region1","COM_EL_APP_001",1,2033,822.36
"Region1","COM_EL_APP_001",1,2034,891.13
"Region1","COM_EL_APP_001",1,2035,965.65
"Region1","IMP_DSL",1,2018,1559.90726177951
"Region1","IMP_DSL",1,2019,1518.81972796061
"Region1","IMP_DSL",1,2020,1380.48705135784
"Region1","IMP_DSL",1,2021,1366.50289764179
"Region1","IMP_DSL",1,2022,1356.53924520953
"Region1","IMP_DSL",1,2023,1335.30571560366
"Region1","IMP_DSL",1,2024,1352.33835388575
"Region1","IMP_DSL",1,2025,1358.98817074622
"Region1","IMP_DSL",1,2026,1324.21365916583
"Region1","IMP_DSL",1,2027,1280.42999745078
"Region1","IMP_DSL",1,2028,1259.20871300292
"Region1","IMP_DSL",1,2029,1198.50248872001
"Region1","IMP_DSL",1,2030,1135.11675616218
"Region1","IMP_DSL",1,2031,1112.50639168752
"Region1","IMP_DSL",1,2032,1085.84902161733
"Region1","IMP_DSL",1,2033,1007.16683137056
"Region1","IMP_DSL",1,2034,1018.82899479388
"Region1","IMP_DSL",1,2035,1036.8305342866
"Region1","IMP_GSL",1,2018,721.33657598947
"Region1","IMP_GSL",1,2019,714.937439122175
"Region1","IMP_GSL",1,2020,678.93401966481
"Region1","IMP_GSL",1,2021,683.486407468971
"Region1","IMP_GSL",1,2022,687.472915633182
"Region1","IMP_GSL",1,2023,681.073301359566
"Region1","IMP_GSL",1,2024,666.383877017631
"Region1","IMP_GSL",1,2025,555.706830886978
"Region1","IMP_GSL",1,2026,555.706830886979
"Region1","IMP_GSL",1,2027,550.896942571943
"Region1","IMP_GSL",1,2028,542.194492714068
"Region1","IMP_GSL",1,2029,517.315675186124
"Region1","IMP_GSL",1,2030,481.279717675004
"Region1","IMP_GSL",1,2031,437.465280196001
"Region1","IMP_GSL",1,2032,383.546738869195
"Region1","IMP_GSL",1,2033,223.22820531936
"Region1","IMP_GSL",1,2034,99.5885714748
"Region1","IMP_GSL",1,2035,45.1144996555676
"Region1","IMP_KER",1,2018,157.035692911
"Region1","IMP_KER",1,2019,159.2610628385
"Region1","IMP_KER",1,2020,161.9066337347
"Region1","IMP_KER",1,2021,165.586312974755
"Region1","IMP_KER",1,2022,168.795209632381
"Region1","IMP_KER",1,2023,172.6469713226
"Region1","IMP_KER",1,2024,177.2651061647
"Region1","IMP_KER",1,2025,187.428436511272
"Region1","IMP_KER",1,2026,188.26644951064
"Region1","IMP_KER",1,2027,200.370805232785
"Region1","IMP_KER",1,2028,212.761299684346
"Region1","IMP_KER",1,2029,212.179486237722
"Region1","IMP_KER",1,2030,218.917593373933
"Region1","IMP_KER",1,2031,233.654654209686
"Region1","IMP_KER",1,2032,247.561033537578
"Region1","IMP_KER",1,2033,261.698058398366
"Region1","IMP_KER",1,2034,280.645596301485
"Region1","IMP_KER",1,2035,295.09387003546
"Region1","IMP_LPG",1,2018,327.699618348
"Region1","IMP_LPG",1,2019,300.391316734
"Region1","IMP_LPG",1,2020,273.083015293
"Region1","IMP_LPG",1,2021,245.774713673
"Region1","IMP_LPG",1,2022,218.466412235
"Region1","IMP_LPG",1,2023,191.158110614
"Region1","IMP_LPG",1,2024,163.849809176
"Region1","IMP_LPG",1,2025,136.541507647
"Region1","IMP_LPG",1,2026,109.233206117
"Region1","IMP_LPG",1,2027,81.924904588
"Region1","IMP_LPG",1,2028,54.616603058
"Region1","IMP_LPG",1,2029,27.308301529
"Region1","IMP_OIL",1,2018,85.50911049
"Region1","IMP_OIL",1,2019,84.0171179856015
"Region1","IMP_OIL",1,2020,82.2590412811086
"Region1","IMP_OIL",1,2021,80.2155695115135
"Region1","IMP_OIL",1,2023,75.18945559292
"Region1","IMP_OIL",1,2024,72.1622648004733
"Region1","IMP_OIL",1,2025,68.7604508881942
"Region1","IMP_OIL",1,2026,64.9583834679787
"Region1","IMP_OIL",1,2027,60.7289602013625
"Region1","IMP_OIL",1,2028,56.0435291842741
"Region1","IMP_OIL",1,2029,50.8718074416859
"Region1","IMP_OIL",1,2030,45.1817953436468
"Region1","IMP_OIL",1,2031,47.1103520475182
"Region1","IMP_OIL",1,2032,49.0418764814665
"Region1","IMP_OIL",1,2033,51.0525934172066
"Region1","IMP_OIL",1,2034,53.1457497473121
"Region1","IMP_OIL",1,2035,55.3247254869518
"Region1","IND_BIO_AUTOPRD",1,2018,58.1680499690001
"Region1","IND_BIO_AUTOPRD",1,2019,66.3908669
"Region1","IND_BIO_AUTOPRD",1,2020,72.79156855
"Region1","IND_BIO_AUTOPRD",1,2021,79.68500115
"Region1","IND_BIO_AUTOPRD",1,2022,87.1054544
"Region1","IND_BIO_AUTOPRD",1,2023,95.0894708
"Region1","IND_BIO_AUTOPRD",1,2024,103.6759881
"Region1","IND_BIO_AUTOPRD",1,2025,112.90649085
"Region1","IND_BIO_AUTOPRD",1,2026,122.82517095
"Region1","IND_BIO_AUTOPRD",1,2027,133.47909835
"Region1","IND_BIO_AUTOPRD",1,2028,144.918402
"Region1","IND_BIO_AUTOPRD",1,2029,157.1964621
"Region1","IND_BIO_AUTOPRD",1,2030,170.37011415
"Region1","IND_BIO_AUTOPRD",1,2031,184.49986525
"Region1","IND_BIO_AUTOPRD",1,2032,199.65012405
"Region1","IND_BIO_AUTOPRD",1,2033,215.8894443
"Region1","IND_BIO_AUTOPRD",1,2034,233.2907835
"Region1","IND_BIO_AUTOPRD",1,2035,251.9317776
"Region1","IND_CHEM_BIO_001",1,2018,50.07280215
"Region1","IND_CHEM_BIO_001",1,2019,45.90006864
"Region1","IND_CHEM_BIO_001",1,2020,41.72733513
"Region1","IND_CHEM_BIO_001",1,2021,37.55460161
"Region1","IND_CHEM_BIO_001",1,2022,33.3818681
"Region1","IND_CHEM_BIO_001",1,2023,29.20913459
"Region1","IND_CHEM_BIO_001",1,2024,166.7852392
"Region1","IND_CHEM_BIO_001",1,2025,175.6409926
"Region1","IND_CHEM_BIO_001",1,2026,184.9669576
"Region1","IND_CHEM_BIO_001",1,2027,36.1461581308531
"Region1","IND_CHEM_BIO_001",1,2028,8.345467025
"Region1","IND_CHEM_BIO_001",1,2029,4.172733513
"Region1","IND_CHEM_COA_001",1,2018,228.109432100001
"Region1","IND_CHEM_COA_001",1,2019,254.64322144
"Region1","IND_CHEM_COA_001",1,2020,282.11813401
"Region1","IND_CHEM_COA_001",1,2021,310.58414029
"Region1","IND_CHEM_COA_001",1,2022,340.09386411
"Region1","IND_CHEM_COA_001",1,2023,370.70272335
"Region1","IND_CHEM_COA_001",1,2024,260.72024062
"Region1","IND_CHEM_COA_001",1,2025,280.67706419
"Region1","IND_CHEM_COA_001",1,2026,301.44735422
"Region1","IND_CHEM_COA_001",1,2027,481.716245739147
"Region1","IND_CHEM_COA_001",1,2028,542.388643656
"Region1","IND_CHEM_COA_001",1,2029,580.932289367
"Region1","IND_CHEM_COA_001",1,2030,621.0547419
"Region1","IND_CHEM_COA_001",1,2031,654.0307268
"Region1","IND_CHEM_COA_001",1,2032,688.7576296
"Region1","IND_CHEM_COA_001",1,2033,725.3284172
"Region1","IND_CHEM_COA_001",1,2034,763.8409961
"Region1","IND_CHEM_COA_001",1,2035,804.398466
"Region1","IND_CHEM_DSL_001",1,2018,55.63644684
"Region1","IND_CHEM_DSL_001",1,2019,51.00007627
"Region1","IND_CHEM_DSL_001",1,2020,46.3637057
"Region1","IND_CHEM_DSL_001",1,2021,41.72733513
"Region1","IND_CHEM_DSL_001",1,2022,37.09096456
"Region1","IND_CHEM_DSL_001",1,2023,32.45459399
"Region1","IND_CHEM_DSL_001",1,2024,27.81822342
"Region1","IND_CHEM_DSL_001",1,2025,23.18185285
"Region1","IND_CHEM_DSL_001",1,2026,18.54548228
"Region1","IND_CHEM_DSL_001",1,2027,13.90911171
"Region1","IND_CHEM_DSL_001",1,2028,9.27274113900004
"Region1","IND_CHEM_DSL_001",1,2029,4.63637057
"Region1","IND_CHEM_ELC_001",1,2018,55.02505731
"Region1","IND_CHEM_ELC_001",1,2019,57.94670875
"Region1","IND_CHEM_ELC_001",1,2020,61.02349036
"Region1","IND_CHEM_ELC_001",1,2021,64.26363907
"Region1","IND_CHEM_ELC_001",1,2022,67.67582913
"Region1","IND_CHEM_ELC_001",1,2023,71.26919537
"Region1","IND_CHEM_ELC_001",1,2024,75.05335766
"Region1","IND_CHEM_ELC_001",1,2025,79.03844666
"Region1","IND_CHEM_ELC_001",1,2026,83.2351309
"Region1","IND_CHEM_ELC_001",1,2027,87.65464542
"Region1","IND_CHEM_ELC_001",1,2028,92.30882178
"Region1","IND_CHEM_ELC_001",1,2029,97.21011975
"Region1","IND_CHEM_ELC_001",1,2030,102.3716607
"Region1","IND_CHEM_ELC_001",1,2031,107.8072627
"Region1","IND_CHEM_ELC_001",1,2032,113.5314774
"Region1","IND_CHEM_ELC_001",1,2033,119.5596293
"Region1","IND_CHEM_ELC_001",1,2034,125.9078564
"Region1","IND_CHEM_ELC_001",1,2035,132.5931538
"Region1","IND_CHEM_NGS_001",1,2018,222.5457873
"Region1","IND_CHEM_NGS_001",1,2019,234.3622443
"Region1","IND_CHEM_NGS_001",1,2020,246.8061166
"Region1","IND_CHEM_NGS_001",1,2021,259.910718
"Region1","IND_CHEM_NGS_001",1,2022,273.7111311
"Region1","IND_CHEM_NGS_001",1,2023,288.2443013
"Region1","IND_CHEM_NGS_001",1,2024,303.5491354
"Region1","IND_CHEM_NGS_001",1,2025,319.6666065
"Region1","IND_CHEM_NGS_001",1,2026,336.6398628
"Region1","IND_CHEM_NGS_001",1,2027,354.5143437
"Region1","IND_CHEM_NGS_001",1,2028,373.3379014
"Region1","IND_CHEM_NGS_001",1,2029,393.1609288
"Region1","IND_CHEM_NGS_001",1,2030,414.0364944
"Region1","IND_CHEM_NGS_001",1,2031,436.0204845
"Region1","IND_CHEM_NGS_001",1,2032,459.171753
"Region1","IND_CHEM_NGS_001",1,2033,483.5522785
"Region1","IND_CHEM_NGS_001",1,2034,509.2273305
"Region1","IND_CHEM_NGS_001",1,2035,536.2656442
"Region1","IND_CMNT_COA_001",1,2018,474.91271023
"Region1","IND_CMNT_COA_001",1,2019,494.52373679
"Region1","IND_CMNT_COA_001",1,2020,514.8435004
"Region1","IND_CMNT_COA_001",1,2021,535.899031438
"Region1","IND_CMNT_COA_001",1,2022,557.718391117
"Region1","IND_CMNT_COA_001",1,2023,580.330711076
"Region1","IND_CMNT_COA_001",1,2024,603.766233835
"Region1","IND_CMNT_COA_001",1,2025,628.056355474
"Region1","IND_CMNT_COA_001",1,2026,653.233669273
"Region1","IND_CMNT_COA_001",1,2027,679.332011783
"Region1","IND_CMNT_COA_001",1,2028,706.386510102
"Region1","IND_CMNT_COA_001",1,2029,734.433630591001
"Region1","IND_CMNT_COA_001",1,2030,763.51123096
"Region1","IND_CMNT_COA_001",1,2031,792.63066261
"Region1","IND_CMNT_COA_001",1,2032,822.86067663
"Region1","IND_CMNT_COA_001",1,2033,854.24362722
"Region1","IND_CMNT_COA_001",1,2034,886.82348692
"Region1","IND_CMNT_COA_001",1,2035,920.64590532
"Region1","IND_CMNT_DSL_001",1,2018,12.33539507
"Region1","IND_CMNT_DSL_001",1,2019,11.30744548
"Region1","IND_CMNT_DSL_001",1,2020,10.27949589
"Region1","IND_CMNT_DSL_001",1,2021,9.251546302
"Region1","IND_CMNT_DSL_001",1,2022,8.223596713
"Region1","IND_CMNT_DSL_001",1,2023,7.195647124
"Region1","IND_CMNT_DSL_001",1,2024,6.167697535
"Region1","IND_CMNT_DSL_001",1,2025,5.139747946
"Region1","IND_CMNT_DSL_001",1,2026,4.111798357
"Region1","IND_CMNT_DSL_001",1,2027,3.083848767
"Region1","IND_CMNT_DSL_001",1,2028,2.055899178
"Region1","IND_CMNT_DSL_001",1,2029,1.027949589
"Region1","IND_CMNT_ELC_001",1,2018,19.0753532
"Region1","IND_CMNT_ELC_001",1,2019,19.80286503
"Region1","IND_CMNT_ELC_001",1,2020,20.55812331
"Region1","IND_CMNT_ELC_001",1,2021,21.34218626
"Region1","IND_CMNT_ELC_001",1,2022,22.15615247
"Region1","IND_CMNT_ELC_001",1,2023,23.0011624
"Region1","IND_CMNT_ELC_001",1,2024,23.87840003
"Region1","IND_CMNT_ELC_001",1,2025,24.78909448
"Region1","IND_CMNT_ELC_001",1,2026,25.73452177
"Region1","IND_CMNT_ELC_001",1,2027,26.71600655
"Region1","IND_CMNT_ELC_001",1,2028,27.73492402
"Region1","IND_CMNT_ELC_001",1,2029,28.79270182
"Region1","IND_CMNT_ELC_001",1,2030,29.89082204
"Region1","IND_CMNT_ELC_001",1,2031,31.03082329
"Region1","IND_CMNT_ELC_001",1,2032,32.21430287
"Region1","IND_CMNT_ELC_001",1,2033,33.44291898
"Region1","IND_CMNT_ELC_001",1,2034,34.71839308
"Region1","IND_CMNT_ELC_001",1,2035,36.04251228
"Region1","IND_CMNT_NGS_001",1,2018,129.5216482
"Region1","IND_CMNT_NGS_001",1,2019,134.4614535
"Region1","IND_CMNT_NGS_001",1,2020,139.5896573
"Region1","IND_CMNT_NGS_001",1,2021,144.9134447
"Region1","IND_CMNT_NGS_001",1,2022,150.4402753
"Region1","IND_CMNT_NGS_001",1,2023,156.1778927
"Region1","IND_CMNT_NGS_001",1,2024,162.1343362
"Region1","IND_CMNT_NGS_001",1,2025,168.3179515
"Region1","IND_CMNT_NGS_001",1,2026,174.7374028
"Region1","IND_CMNT_NGS_001",1,2027,181.4016845
"Region1","IND_CMNT_NGS_001",1,2028,188.3201341
"Region1","IND_CMNT_NGS_001",1,2029,195.5024454
"Region1","IND_CMNT_NGS_001",1,2030,202.9586817
"Region1","IND_CMNT_NGS_001",1,2031,210.6992901
"Region1","IND_CMNT_NGS_001",1,2032,218.7351165
"Region1","IND_CMNT_NGS_001",1,2033,227.0774198
"Region1","IND_CMNT_NGS_001",1,2034,235.737889
"Region1","IND_CMNT_NGS_001",1,2035,244.7286584
"Region1","IND_FOOD_BIO_001",1,2018,168.6843008
"Region1","IND_FOOD_BIO_001",1,2019,154.6272758
"Region1","IND_FOOD_BIO_001",1,2020,140.5702507
"Region1","IND_FOOD_BIO_001",1,2021,126.5132256
"Region1","IND_FOOD_BIO_001",1,2022,112.4562006
"Region1","IND_FOOD_BIO_001",1,2023,98.39917549
"Region1","IND_FOOD_BIO_001",1,2024,228.3620467
"Region1","IND_FOOD_BIO_001",1,2025,240.1866162
"Region1","IND_FOOD_BIO_001",1,2026,94.1803660286802
"Region1","IND_FOOD_BIO_001",1,2027,133.146680086151
"Region1","IND_FOOD_BIO_001",1,2028,28.11405014
"Region1","IND_FOOD_BIO_001",1,2029,14.05702507
"Region1","IND_FOOD_COA_001",1,2018,150.44816029
"Region1","IND_FOOD_COA_001",1,2019,192.73357557
"Region1","IND_FOOD_COA_001",1,2020,236.10688294
"Region1","IND_FOOD_COA_001",1,2021,280.62441319
"Region1","IND_FOOD_COA_001",1,2022,326.34541403
"Region1","IND_FOOD_COA_001",1,2023,373.33220135
"Region1","IND_FOOD_COA_001",1,2024,277.63042093
"Region1","IND_FOOD_COA_001",1,2025,301.46720699
"Region1","IND_FOOD_COA_001",1,2026,484.60758305132
"Region1","IND_FOOD_COA_001",1,2027,484.324425103849
"Region1","IND_FOOD_COA_001",1,2028,629.66945016
"Region1","IND_FOOD_COA_001",1,2029,685.752471107
"Region1","IND_FOOD_COA_001",1,2030,743.637823
"Region1","IND_FOOD_COA_001",1,2031,782.14333293
"Region1","IND_FOOD_COA_001",1,2032,822.642655479998
"Region1","IND_FOOD_COA_001",1,2033,865.23902977
"Region1","IND_FOOD_COA_001",1,2034,910.041040789999
"Region1","IND_FOOD_COA_001",1,2035,957.16289631
"Region1","IND_FOOD_DSL_001",1,2018,86.621668
"Region1","IND_FOOD_DSL_001",1,2019,79.40319566
"Region1","IND_FOOD_DSL_001",1,2020,72.18472333
"Region1","IND_FOOD_DSL_001",1,2021,64.966251
"Region1","IND_FOOD_DSL_001",1,2022,57.74777866
"Region1","IND_FOOD_DSL_001",1,2023,50.52930633
"Region1","IND_FOOD_DSL_001",1,2024,43.310834
"Region1","IND_FOOD_DSL_001",1,2025,36.09236167
"Region1","IND_FOOD_DSL_001",1,2026,28.87388933
"Region1","IND_FOOD_DSL_001",1,2027,21.655417
"Region1","IND_FOOD_DSL_001",1,2028,14.43694467
"Region1","IND_FOOD_DSL_001",1,2029,7.218472333
"Region1","IND_FOOD_ELC_001",1,2018,39.64378398
"Region1","IND_FOOD_ELC_001",1,2019,41.6965361
"Region1","IND_FOOD_ELC_001",1,2020,43.85557957
"Region1","IND_FOOD_ELC_001",1,2021,46.12641815
"Region1","IND_FOOD_ELC_001",1,2022,48.51484058
"Region1","IND_FOOD_ELC_001",1,2023,51.02693533
"Region1","IND_FOOD_ELC_001",1,2024,53.66910617
"Region1","IND_FOOD_ELC_001",1,2025,56.44808841
"Region1","IND_FOOD_ELC_001",1,2026,59.37096613
"Region1","IND_FOOD_ELC_001",1,2027,62.44519025
"Region1","IND_FOOD_ELC_001",1,2028,65.67859745
"Region1","IND_FOOD_ELC_001",1,2029,69.07943024
"Region1","IND_FOOD_ELC_001",1,2030,72.65635788
"Region1","IND_FOOD_ELC_001",1,2031,76.41849857
"Region1","IND_FOOD_ELC_001",1,2032,80.37544262
"Region1","IND_FOOD_ELC_001",1,2033,84.53727693
"Region1","IND_FOOD_ELC_001",1,2034,88.91461071
"Region1","IND_FOOD_ELC_001",1,2035,93.51860249
"Region1","IND_FOOD_NGS_001",1,2018,50.14938673
"Region1","IND_FOOD_NGS_001",1,2019,52.74611817
"Region1","IND_FOOD_NGS_001",1,2020,55.47730816
"Region1","IND_FOOD_NGS_001",1,2021,58.34991896
"Region1","IND_FOOD_NGS_001",1,2022,61.37127333
"Region1","IND_FOOD_NGS_001",1,2023,64.5490732
"Region1","IND_FOOD_NGS_001",1,2024,67.8914193
"Region1","IND_FOOD_NGS_001",1,2025,71.40683183
"Region1","IND_FOOD_NGS_001",1,2026,75.10427216
"Region1","IND_FOOD_NGS_001",1,2027,78.99316566
"Region1","IND_FOOD_NGS_001",1,2028,83.08342578
"Region1","IND_FOOD_NGS_001",1,2029,87.38547925
"Region1","IND_FOOD_NGS_001",1,2030,91.91029272
"Region1","IND_FOOD_NGS_001",1,2031,96.6694007
"Region1","IND_FOOD_NGS_001",1,2032,101.6749349
"Region1","IND_FOOD_NGS_001",1,2033,106.9396553
"Region1","IND_FOOD_NGS_001",1,2034,112.4769825
"Region1","IND_FOOD_NGS_001",1,2035,118.3010322
"Region1","IND_OTH_BIO",1,2018,116.336099938
"Region1","IND_OTH_BIO",1,2019,132.7817338
"Region1","IND_OTH_BIO",1,2020,145.5831371
"Region1","IND_OTH_BIO",1,2021,159.3700023
"Region1","IND_OTH_BIO",1,2022,174.2109088
"Region1","IND_OTH_BIO",1,2023,190.1789416
"Region1","IND_OTH_BIO",1,2024,207.3519762
"Region1","IND_OTH_BIO",1,2025,225.8129817
"Region1","IND_OTH_BIO",1,2026,245.6503419
"Region1","IND_OTH_BIO",1,2027,266.9581967
